learning_rate,ranking_sfcn_2,ranking_sfcn_2_smooth,soft_classification_1,soft_classification_1_smooth,regression_sfcn_2,regression_sfcn_2_smooth
1e-06,1.0,0.9940578161464416,1.0,1.0044265808278086,1.0,0.8726486463019328
1.00000008371608e-06,0.998403215492215,0.9940578208344477,0.9879305955844342,1.0044265364728635,0.9197387556291733,0.8726471067619003
1.00000066972864e-06,0.9946727213574587,0.9940578397385327,1.012165982072056,1.0044266282803604,0.9094673088621663,0.8726437404226411
1.0000022603341601e-06,0.9915072180705647,0.994057871027746,0.9788068475654124,1.0044266913595912,0.8093982670896203,0.8726385791904623
1.0000053578291205e-06,0.9869434070756853,0.9940579110461857,1.0419702003518,1.0044267931288822,0.8324625031455868,0.8726319797327954
1.000010464510001e-06,0.9934423878758909,0.994057973843733,1.0310018317183445,1.0044269170696354,0.7296107388259239,0.8726234521358072
1.0000180826732818e-06,0.983739964637602,0.9940580449584684,0.981016216108123,1.0044270682201568,0.875438553748451,0.8726135915323832
1.0000287146154428e-06,0.9924031576381606,0.9940581176581375,0.9872424829380736,1.0044272206219795,0.8161080151433738,0.8726017297582744
1.0000428626329644e-06,0.9950210851139228,0.994058203522457,0.9685545422883133,1.004427423237706,0.776232993275379,0.8725884300426184
1.0000610290223263e-06,0.9973611492714223,0.9940582941125014,0.9946095275713933,1.0044276067059354,0.8467587554064309,0.8725733348521806
1.0000837160800086e-06,0.992593126488773,0.9940583958407446,0.9724531234779551,1.0044277536303252,0.7460358413092216,0.8725566030759065
1.0001114261024913e-06,0.9869160135800313,0.9940585096384931,1.0082064748993786,1.004427974349158,0.8897365126505473,0.8725381057504292
1.0001446613862547e-06,0.9909150017853039,0.9940586317044006,1.0247753376468491,1.0044282847814627,0.7291446058361094,0.8725180190622397
1.0001839242277787e-06,1.000640575048294,0.9940587643537601,1.0005696945525202,1.0044285258617982,0.7139443263503745,0.8724961407340462
1.0002297169235435e-06,0.9911525941440815,0.9940589209416376,0.9657728785398488,1.0044288491774198,0.8310070108682776,0.8724725936298862
1.0002825417700288e-06,0.9899927611007152,0.9940590738042595,1.0158370439773492,1.0044291806425114,0.9069032651204322,0.8724470881643079
1.000342901063715e-06,0.9922563587519414,0.9940592314913238,0.9713318884474287,1.0044295410599595,0.8474016753168732,0.8724199499497265
1.000411297101082e-06,0.997998573227425,0.994059410170027,1.001440559898927,1.0044299258934917,0.8143559279701166,0.8723911429822575
1.0004882321786099e-06,0.9928080519903338,0.9940595860472655,0.9840923848984965,1.004430298832744,0.8299209184508451,0.8723611483588781
1.0005742085927787e-06,0.9930936669956337,0.9940597791700558,1.0110622193914098,1.004430648032146,1.0303233554476128,0.872329340335756
1.0006697286400684e-06,0.9905922879200924,0.9940599896158918,0.9608116906382089,1.004431067185753,1.0114227962195317,0.8722953741385753
1.000775294616959e-06,0.9927452402173237,0.9940602040666182,1.016778657191334,1.0044314310965206,0.9856329661127938,0.8722599065272482
1.000891408819931e-06,0.9996144953690602,0.9940604325209104,1.0219684753359854,1.0044318829915715,0.837529283500778,0.8722226961889459
1.001018573545464e-06,0.9866715518400583,0.994060666433444,1.010691310692366,1.0044322813349393,0.9870523110246144,0.8721839589758497
1.0011572910900381e-06,0.9912017091692648,0.9940609057340722,0.976651789751881,1.0044327246239841,1.0839628436811515,0.8721433342334786
1.0013080637501336e-06,0.9943047578069414,0.994061165022181,1.008139716383363,1.0044331972480294,0.7153939069631404,0.8721012061214413
1.0014713938222303e-06,0.9856282882041948,0.9940614476718932,1.0193339126141125,1.0044337168068644,0.9488119523740377,0.8720572397019005
1.0016477836028082e-06,0.9925411124586816,0.9940617253089241,1.0338081890479978,1.0044342564378568,0.8654457821442453,0.8720118036242586
1.0018377353883477e-06,0.9949682517998356,0.9940620187998904,1.0028560979788783,1.0044348733044097,0.8463794851780755,0.871964906613449
1.0020417514753287e-06,0.9875613152667627,0.9940623272745606,1.0037314829071182,1.0044353614258816,0.8900301781055832,0.8719160968310369
1.002260334160231e-06,0.9980844299887268,0.994062653842952,0.9952047741731602,1.0044360504156569,0.9406743877820422,0.8718656669119449
1.0024939857395348e-06,0.9883967328550801,0.9940629922567991,1.007322555788683,1.0044366028596061,1.014611118774733,0.8718135867248331
1.0027432085097203e-06,0.9922629970530354,0.9940633428988253,1.0185595996751355,1.0044372194265068,0.944324506346969,0.871759597053073
1.0030085047672673e-06,0.9947618972693075,0.9940637027637437,0.9999672772175656,1.0044377896674663,0.8179685796015764,0.8717041256617796
1.0032903768086562e-06,0.9943162487901643,0.9940640660885929,1.018002605400057,1.0044384920552534,0.9268506288286684,0.8716468512857518
1.0035893269303666e-06,0.9933593670976514,0.9940644532477712,0.9879032761009512,1.0044391941760211,0.9093348594256131,0.8715877432945032
1.003905857428879e-06,0.9901113682145666,0.9940648428928753,0.9958040101264892,1.0044398904316336,0.9442211225944203,0.8715271788018447
1.0042404706006733e-06,1.0033459138242222,0.9940652371540776,1.0259972911797912,1.0044405781584336,0.8772041181093277,0.8714648869688457
1.0045936687422293e-06,0.9988223527815459,0.9940656615395075,1.031152139375622,1.0044412898258233,0.7820106600890208,0.8714008705036523
1.0049659541500274e-06,0.9942090486304082,0.9940660789709642,1.0065717749741108,1.0044420381717316,0.8355092976365435,0.8713354989891188
1.0053578291205474e-06,0.9977970293644619,0.994066522450818,0.9962363750388393,1.0044427351059353,0.9745072486308022,0.8712680045571497
1.0057697959502695e-06,0.9923134565442631,0.9940669786733687,0.9684921771088281,1.0044435062429207,0.978560627169932,0.8711989045329783
1.0062023569356737e-06,0.9970320491925,0.9940674481931806,1.0072286040344869,1.0044442720102444,0.9482723370420655,0.8711282045694997
1.0066560143732401e-06,0.9979906534821323,0.9940679245453947,0.9840138855693388,1.0044450803642768,0.8833590406108779,0.8710554520614637
1.0071312705594487e-06,0.9939002836004069,0.9940684202069714,1.0070400188014603,1.0044458937897427,0.8952849617092188,0.8709813032315787
1.0076286277907795e-06,1.0023820997286679,0.9940689245998126,0.9769609392488919,1.0044467813535292,0.9189266055240595,0.8709052449569575
1.0081485883637126e-06,0.9961797837640642,0.9940694406519057,1.0381858459119524,1.004447653908599,0.8643094229839552,0.8708276505084338
1.0086916545747281e-06,0.9944323560374645,0.994069968977809,1.041759446443637,1.0044485446747011,0.7511877689875,0.8707485275442807
1.009258328720306e-06,1.0012228758964778,0.9940705040856351,1.006172132844195,1.0044494103335369,0.9412289758120095,0.8706675300992098
1.0098491130969264e-06,0.9967692270881086,0.9940710742296338,1.0730873192804806,1.0044503698327225,0.9819268274886235,0.8705848939082157
1.0104645100010693e-06,0.9976204001378834,0.9940716567236563,1.0171739564828401,1.0044513339398555,0.8897850903463925,0.8705006352455523
1.0111050217292147e-06,0.9942871326973911,0.9940722358373367,1.0088485080102898,1.0044523162909793,0.8045823805927245,0.8704143898967881
1.0117711505778426e-06,0.9879978886001064,0.9940728218615988,0.999162993643751,1.004453282951236,0.9906806127322981,0.8703266788241105
1.0124633988434335e-06,0.9973915047938302,0.9940734304490674,0.9920348051229536,1.0044542556255678,0.8632762364453374,0.8702373030047917
1.013182268822467e-06,0.9985763995245548,0.994074060245399,0.9763130483559402,1.0044552234216757,0.8939589718333111,0.8701461195679968
1.0139282628114232e-06,1.0012008182504375,0.9940747120840591,1.0165245001481362,1.0044562415931573,0.9795830812223254,0.8700531872039547
1.0147018831067822e-06,0.9892122565473973,0.9940753692568637,1.010909285831838,1.0044573201278912,0.8592134625822013,0.8699588757412068
1.015503632005024e-06,0.9977694678105524,0.9940760359891814,0.9983596695342362,1.004458343631964,0.8067828481679264,0.8698627082363514
1.016334011802629e-06,0.9991621245596952,0.9940767298054854,0.9677153897619201,1.004459368259081,0.8480800564174554,0.8697645905511951
